,url,price,beds,sqft,parking,baths,descript,adress,lat,lon,date,cats are OK - purrr,dogs are OK - wooof,air conditioning,furnished,w/d in unit,laundry on site,no laundry on site,no parking,off-street parking,detached garage,dpsf
7506328714,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-bed-bath-unit-with/7506328714.html,1925,2,,street,1,"ABOUT THE FINISHES: WHAT MAKES THIS UNIT CONTEMPORARY? Everything in the unit has been newly renovated. Fresh, neutral paint, engineered hardwood flooring, and recessed lighting throughout. The kitchen features new stainless steel appliances including a dishwasher, microwave, oven/range, and refrigerator. It is beautifully adorned with white quartz countertops, 42-inch white shaker wall cabinets, and ceramic white subway tile backsplash. Garbage disposal and an ice maker installed. Living room and all bedrooms are cable ready. New luxury bathrooms with beautiful ceramic white subway wall tiles and matte porcelain floor tiles.  In-unit washer and dryer. Central heat and air conditioning. Front door intercom system. Keyless entry. Private balcony right off of the living room. Amazon key installation (for safe delivery of packages).  ABOUT THE NEIGHBORHOOD: WHAT MAKES THIS LOCATION FAVORABLE? Convenient location for commuting with ample public transportation. The building is across the street from CTA’s Addison Bus stop and a mile from the Irving Park Metra Station stop. It is less than a quarter mile from the CTA’s Addison Blue Line train station, making it a 3-4 minute walk. It is also ideally located less than a quarter mile from the I-90/94 Kennedy expressway.  In addition to enjoying convenient access to great transportation options, tenants can also enjoy the neighborhood’s proximity to large retailers and grocery stores such as Target, Home Depot, CVS, Walgreens, Jewel, Aldi, and Cermak all just within a mile from the apartment. Stores such as Ulta, Michaels, Costco, Menards, Mariano’s, Best Buy, Barnes & Nobles, Home Goods, T.J. Maxx, and Kohl’s, to name a few, can be found just 3 miles southeast of the apartment.  This bustling neighborhood is also filled with highly rated (4.5+ stars) locally accessible bars and restaurants including, but not limited to, Smoque BBQ, ERIS Brewery and Cider House, Mirabella Italian Cuisine & Bar, La Nonna, Sleeping Village, and Crawford’s Food & Spirit all within a half mile away.  Must-try breweries such as Maplewood Brewery & Distillery, Ravinia Brewing Company, and Revolution Brewing- Brewery and Taproom just a 5 minute drive.  Apartment is ideally located just North of vibrant Logan Square. Exciting nightlife, great restaurants, and coffee shops on popular Milwaukee Ave.  Within a mile from the apartment, tenants will also enjoy the proximity to parks and fitness centers like XSport, Planet Fitness, and other crossfit gyms.  ABOUT THE COMPANY: WHAT MAKES US UNIQUE TO YOU? We own and manage this apartment so you won’t be dealing with a slow-to-respond third-party management company. We are responsive and care about the quality of the property since it's a part of the owner’s real estate portfolio. Plus, our fantastic management team will maintain your lawn care and shovel the snow. Our 24-hour online portal also allows tenants to submit any work order at any time with a quick response time from our office. Ultimately, we are truly committed to making your NXT apartment feel like home.  FEES Application Fee: $75/applicant Move-in Fee: $500 One-time Pet Fee: $250/pet Pet Rent: $25/month/pet  REQUIREMENTS 650+ credit score Combined income 3x’s the monthly rent  Nick Gasic Real Estate Broker NXT Realty     ",3549 N Hamlin,41.945669,-87.722357,2022-07-08 12:31,1,1,0,0,1,0,0,1,0,0,
7506328187,https://chicago.craigslist.org/chc/apa/d/chicago-raw-manhattan-style-loft-in/7506328187.html,1995,2,2500.0,street,1,"This is very unique 2500 square-foot space with wall of windows facing south. This is perfect for an artist or somebody who is very creative. Concrete floors high ceilings. Again this is raw This is not like aloft in the South Loop, Fulton market. This is completely open space with a bathroom and a basic kitchen. Look at pictures closely.Happy to show any day at 4 o’clock or Saturday at 11.30am Cats and dogs OK. Great location close to the Boulevard and 12 minutes in the car downtown. The CIA is across the street so security is excellent! Text me for faster response 773-671-7936 thank you  PS the guy can move August 1  When contacting me say you are contacting me regarding Huge raw loft in Humboldt Park for $1995 per month . No application fee :)     ",600 n Albany,41.892039,-87.7039,2022-07-08 12:30,1,1,0,0,0,0,1,1,0,0,0.798
7506321993,https://chicago.craigslist.org/chc/apa/d/chicago-bedroom-and-bath-apartment-in/7506321993.html,1835,2,,street,1,"BEAUTIFULLY DESIGNED OPEN LAYOUT WITH HARDWOOD FLOORS, A BARNYARD DOOR, NEW KITCHEN, STAINLESS STEEL APPLIANCES, IN-UNIT LAUNDRY, FRONT DOOR INTERCOM SYSTEM, SMART LOCKS AND MORE!!!  Great size bedrooms with large closets, Beautiful new floors throughout, one new luxury bathroom, plus a new kitchen with high-end white quartz countertops and stainless-steel appliances!  Lots of natural light and new windows throughout the apartment! Efficient management takes care of maintaining Lawn and snow shoveling.  New High-End Kitchen with White Shaker Cabinets, white quartz countertops, subway tile backsplash, Stainless Steel appliances and lots of charm.  This apartment is very unique because of the many closets/storage, cozy atmosphere, and fresh neutral paint colors.   The kitchen is perfect for cooking and dining. All new plumbing, electric, and much more. The home just completed a brand-new rehab and has never been lived in since remodel and has everything you would want from a home.  Only blocks from all restaurants, nightlife, shopping, Metra, Blue Line El, 606, and Humboldt Park.  Please note: We are not a rental agency, or a management company. We are the owners of this property, which means you may get better service, and more honest information. We have nearly 100 other apartments located all over Roscoe Village, Logan Square, Avondale, Bucktown, and East Humboldt Park. You can view them on our website which contains pictures, floor plans and lists of amenities: www.NXTRealty.com   Air conditioning, Cable-ready, Dishwasher, New floors, Heat-gas, In-unit Laundry, Microwave, Oven/Range, Pet Friendly, Refrigerator.  Nick Gasic Real Estate Broker NXT Realty     ",2618 W Evergreen Ave,41.905714,-87.692696,2022-07-08 12:18,1,1,0,0,1,0,0,1,0,0,
7506319413,https://chicago.craigslist.org/chc/apa/d/chicago-fully-rehabbed-bd-ba-min-walk/7506319413.html,1600,2,900.0,off-street,1,"Fully rehabbed 2bd 1ba in Avondale! 6 min walk to the EL or 1 min to the highway. In unit washer/dryer. Walking distance to Restaurants like, Parachutes, Honey Butter Chicken, Dark Matter Coffee and Kumas Corner. 4 Targets within 1 mile. Family owned building. Message me for a showing! ",2952 W Belmont ave near Sacramento,41.939432,-87.701968,2022-07-08 12:14,0,0,1,0,1,0,0,0,1,0,1.7777777777777777
7506316038,https://chicago.craigslist.org/chc/apa/d/chicago-2bed-pet-friendly-move-in-may/7506316038.html,2395,2,730.0,off-street,1,"PROPERTY INFO ID: 278752714Rent: $2,395 / MonthBeds: 2Bath: 1Available Date: 09/01/2022Pet: Pet FriendlyRent Includes:: Hot Water, WaterParking:: off-street parking FEATURESBreakfast barCable ReadyCentral AirGas RangeHardwood FloorsHeat includedHigh CeilingsLaundry in UnitModern bathroomOven/RangeParking Lot (Space for rent)Parking for rentPest ControlPets OKRecyclingRefrigeratorStainless appliancesStreet ParkingWater includedWindow Coverings OTHER INFORMATION:   Note: Photos may display another unit.   Please contact us with any comments/questions or to schedule a showing today!!   ** Fair Housing – Equal Opportunities **  Contact Hours:   Monday – Friday   9am – 5pm   Cagan Management, Inc.   ** Please note: the move-in date is stated, we do  NOT  allow earlier move-ins. Thank you for understanding, CM.  ",2151-53 Division,41.903232,-87.679532,2022-07-08 12:07,1,1,1,0,1,0,0,0,1,0,3.280821917808219
7506314204,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-2bed-in-roscoe-village/7506314204.html,2695,2,1000.0,off-street,2,"PROPERTY INFO ID: 270434688Rent: $2,695 / MonthBeds: 2Bath: 2Available Date: 09/01/2022Pet: Pet FriendlyRent Includes:: Hot Water, WaterParking:: off-street parking Stunning 2bed/2bath unit in the heart of Roscoe Village! All finishes are top-of-the-line: white marbled quartz countertops, gorgeous cabinetry, in-unit laundry, stainless steel appliances, all new bathroom, and so much more! On top of that, you'll be just steps away from CTA bus stops along Belmont and everything that Roscoe Village has to offer! This is a rarely available unit that is a must-see - come check it out! FEATURESCentral AirCentral HeatDishwasherGas RangeGourmet kitchenHardwood FloorsLaundry in UnitModern bathroomNewly RemodeledOpen floorplanQuartz CountertopsStainless appliances Please contact us with any comments/questions or to schedule a showing today!! Cagan Management, Inc.  ** Fair Housing - Equal Opportunities **       ",2141 West Fletcher,41.938732,-87.681835,2022-07-08 12:04,1,1,0,0,1,0,0,0,1,0,2.6950000000000003
7506305674,https://chicago.craigslist.org/chc/apa/d/chicago-2bed-available-in-hermosa-2048/7506305674.html,1075,2,,street,1,"PROPERTY INFO ID: 277709114Rent: $1075 / MonthBeds: 2Bath: 1Available Date: 08/01/2022  Welcome to the beautiful neighborhood of Hermosa!  This community driven neighborhood is home to many delicious food options, gorgeous parks, and great schools.  This property has the: Walkscore of 82/100, most errands can be accomplished on foot. Good Transit: 59/100, many nearby public transportation options.  Very Bikeable: 79/100, biking is convenient for most trips.   FEATURESCable ReadyCats OKGas RangeGated CourtyardHardwood FloorsHeat includedLaundry in BuildingNo SmokingOven/RangePest ControlRecyclingRefrigeratorStreet ParkingWater includedWindow CoveringsWindow Unit A/C Please contact us with any comments/questions or to schedule a showing today!!Cagan Management, Inc.  ** Fair Housing - Equal Opportunities **     ",2048-50 Kostner,41.917931,-87.736257,2022-07-08 11:49,1,0,1,0,0,1,0,1,0,0,
7506303539,https://chicago.craigslist.org/chc/apa/d/chicago-logansquare-raw-loft-on-bkvd/7506303539.html,1295,1,800.0,street,1,Charming Raw loft on the boulevard in Logan square . Very sunny and clean. Oozing with character and charm . This is definately not a cookie cutter Exposed Brick walls everywhere . Nice neighbors and nice front yard out front . Close to Lots of bars restaurants galleries blues bars bakeries diners you name it!and only 6 minute walk to the EL Train to bring you down town Laundry .. High ceilings . . Lots of closet space . Lots of parking . The boulevard is great for jogging cycling or reading a book ! Priced right . Cats . If this ad is up it’s available . Text is Best and Fastest . When you text please tell me your move date ? Pets ? How many people and credit score 773-671-7936 thanx Ps Say you are contacting Me regarding the raw loft on the Blvd  for $1295 I can show it to you tomorrow Saturday at 11 AM if good text me 30 minutes before to confirm thank you ,2017 n humboldt blvd near armitage,41.91806,-87.701757,2022-07-08 11:45,1,0,0,0,0,1,0,1,0,0,1.6187500000000001
7506296178,https://chicago.craigslist.org/chc/apa/d/chicago-gut-rehab-in-unit-laundry-great/7506296178.html,1525,1,,street,1,"""Spacious, gut-rehabbed apartment with:  -an In-Unit Washer and Dryer!  -a brand new kitchen with stone countertops, white cabinets and stainless steel appliances, including a dishwasher!   -central AC / heat!  Well managed, quiet building with a responsive landlord.   Great Avondale location (Belmont and Richmond) that offers easy access to: public transportation, the highway, restaurants and pubs (like Kuma's Corner, Temple of Beer, etc.), cafes (Avondale Coffee Club), restaurants and ample street parking!  Please note: 1) Solid Credit (675) Required; No Exceptions. 2) Criminal Background Check. 3) No smoking inside of apartment. 4) Cats considered; no dogs. 5) July - August 1st lease start.   Call or text (847-347-3293) today; great places don't last long!  Raider Realty works all over the city, but our core areas are: Logan Square, Avondale and East Humboldt Park."" ",Belmont near Richmond,41.939432,-87.701456,2022-07-08 11:32,1,0,0,0,1,0,0,1,0,0,
7506292566,https://chicago.craigslist.org/chc/apa/d/chicago-ukrainian-village-in/7506292566.html,1800,2,895.0,street,1,"Ukrainian Village at its best, this apartment is  located at 710 North Wood Street in rear coachhouse top 3rd floor on the NW corner of Huron and Wood Streets , only 1 block south of Chicago Avenue, All Newly renovated Spacious 5   rooms, 2 very spacious queen sized bedroom, great spacious space, very nice kitchen with nice cabinets and great counter space and all new appliances, all new refrigerator, gas stove/oven, and dishwasher are installed Very nice ceramic tile Bathroom and kitchen with lots of counterterrorism space,  you have recessed lighting thruout the entire apartment. New hardwood floors thruout the entire apartment. You have your own large private sundeck right outside your front entrance to your apartment. Private Laundry, Pets are okay and no extra $$$ at all. New central heat & air conditioning, this is a private 3rd top Floor apartment in a 3 story rear coachhouse. Great street views of Wood Street and all of Downtown Chicago from this apartment. Free private storage and bike storage  are also included. Lots of FREE street parking right outside your front door. Great Ukrainian Village location, walk to everything, shops, restaurants, and Mariano’s Grocery Store on Chicago Avenue and all public transportation, Great Walk Score 94, Divvy Bike Station located right across the street, only 4 short Blocks to Division Street in Wicker Park. Only 5 minute drive from Downtown Chicago. Flexible with  move in date. Plenty of free non zoned street parking right out in front of your apartment. No security deposit at all, just pay a 1 time move in fee, that’s it, if interested please text 312-659-0789, texts only please, with your name, your area code & phone number, move in date, any pets, time to call you back or feel free to send me an e-mail, please don’t forget to include your name and phone number to contact you directly.  Please drive by this great #1 location to see for yourselve.  This  coachhouse apartment shows very well with lots of natural light coming into the entire apartment. You won’t be disappointed at all. Thank you… ",Wood Street/Huron Street near Chicago Avenue,41.894256,-87.6724,2022-07-08 11:26,1,1,1,0,0,1,0,1,0,0,2.011173184357542
7506270783,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-bd-blks-to-the-belmont/7506270783.html,1450,1,900.0,street,1,"Large 1 bed in an ideal part of Lakeview - 2 blocks to the Belmont train, close to Wrigley Field, Southport Corridor, and many restaurants, bars, and shops.  On a quiet tree-lined street with easy street parking.   Large rooms, separate dining room, huge bay windows, tons of natural sunlight, vintage chandeliers, detailed woodwork, decorative fireplace and stained glass windows, bedroom fits queen size bed.  Large kitchen with pantry.  Back deck, Laundry in building.  Call 773-929-6007 to see or for more information.  Please reference that you're interested in the 1 bed on Kenmore and your desired move in date.  Leave a call back number for response.     ",3332 N. Kenmore near Roscoe,41.94242,-87.655487,2022-07-08 10:46,0,0,0,0,0,1,0,1,0,0,1.6111111111111112
